회사명,종목코드,상장일,상장유형,증권구분,업종,국적,상장주선인,액면가 (원),공모가 (원),공모금액 (천원),주요제품,최초상장주식수 (주)
삼성머스트스팩5호,380320,2021-06-17,신규상장,주권,금융 지원 서비스업,대한민국,삼성증권(주),100,"2,000","8,000,000",기업인수합병,"4,810,000"
엘비루셈,376190,2021-06-11,신규상장,주권,반도체 제조업,대한민국,"한국투자증권(주),KB증권(주)",500,"14,000","84,000,000",디스플레이 구동 반도체(Driver IC),"24,600,000"
에이디엠코리아,187660,2021-06-03,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,하나증권주식회사,100,"3,800","17,100,000",임상 CRO 서비스,"21,836,250"
제주맥주,276730,2021-05-26,신규상장,주권,알코올음료 제조업,대한민국,대신증권(주),500,"3,200","26,758,400",맥주,"55,995,890"
진시스템,363250,2021-05-26,신규상장,주권,의료용 기기 제조업,대한민국,삼성증권(주),500,"20,000","28,500,000",분자진단기반 플랫폼 개발 및 제조·판매,"6,811,080"
삼영에스앤씨,361670,2021-05-21,신규상장,주권,전자부품 제조업,대한민국,미래에셋증권 주식회사,500,"11,000","12,155,000","칩형 온습도센서, 상대습도센서, 미세먼지센서, 공기질 통합센서 노드 및 트랜스미터","5,557,158"
삼성스팩4호,377630,2021-05-21,신규상장,주권,금융 지원 서비스업,대한민국,삼성증권(주),100,"2,000","7,400,000",기업인수합병,"4,020,000"
샘씨엔에스,252990,2021-05-20,신규상장,주권,전자부품 제조업,대한민국,대신증권(주),500,"6,500","78,000,000",세라믹 STF(다층 세라믹 기판),"50,153,846"
씨앤씨인터내셔널,352480,2021-05-17,신규상장,주권,기타 화학제품 제조업,대한민국,엔에이치투자증권주식회사,100,"47,500","70,300,000",색조 화장품,"5,909,052"
에이치피오,357230,2021-05-14,신규상장,주권,도시락 및 식사용 조리식품 제조업,대한민국,대신증권(주),500,"22,200","88,525,430","건강기능식품(유산균, 비타민 등)","19,938,160"
하이제6호스팩,377400,2021-05-10,신규상장,주권,금융 지원 서비스업,대한민국,iM증권,100,"2,000","8,500,000",기업인수합병,"5,407,500"
쿠콘,294570,2021-04-28,신규상장,주권,기타 정보 서비스업,대한민국,"삼성증권(주),하나증권주식회사",500,"45,000","72,554,355","페이먼트서비스(65.2%), 데이터서비스(29.1%) 등","7,945,838"
해성티피씨,059270,2021-04-21,신규상장,주권,기타 금속 가공제품 제조업,대한민국,한국투자증권(주),500,"13,000","13,000,000",기어 및 동력전달장치,"4,630,000"
이삭엔지니어링,351330,2021-04-21,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",대한민국,신한투자증권 주식회사,500,"11,500","24,150,000",공장자동화 설비제어,"7,803,000"
유진스팩6호,373340,2021-04-08,신규상장,주권,금융 지원 서비스업,대한민국,유진투자증권(주),100,"2,000","5,600,000",합병,"3,020,000"
유안타제8호스팩,367480,2021-04-05,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),100,"2,000","12,500,000",금융지원 서비스,"6,490,000"
엔시스,333620,2021-04-01,신규상장,주권,기타 전기장비 제조업,대한민국,미래에셋증권 주식회사,100,"19,000","43,700,000",2차전지 머신비전 검사장비,"10,402,631"
자이언트스텝,289220,2021-03-24,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,한국투자증권(주),500,"11,000","15,400,000","광고VFX, 영상VFX 및 리얼타임 콘텐츠 제작","9,427,965"
제노코,361390,2021-03-24,신규상장,주권,통신 및 방송 장비 제조업,대한민국,DB증권주식회사,500,"36,000","17,640,000","위성탑재체, 위성운용국, 항공전자 등","2,442,140"
라이프시맨틱스,347700,2021-03-23,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"12,500","12,500,000","소프트웨어(개인건강기록 플랫폼,진료기록번역플랫폼,질병분류기호 검색) 개발,공급/의료기기 도매/자문,컨설팅/전자상거래,통신판매","9,776,917"
바이오다인,314930,2021-03-17,신규상장,주권,의료용 기기 제조업,대한민국,대신증권(주),500,"30,000","30,000,000",액상세포검사 장비 및 소모품,"5,918,200"
DB금융스팩9호,367360,2021-03-16,신규상장,주권,금융 지원 서비스업,대한민국,DB증권주식회사,100,"2,000","8,000,000",기업인수 및 합병,"4,840,000"
네오이뮨텍,950220,2021-03-16,신규상장,주식예탁증권,자연과학 및 공학 연구개발업,미국,"미래에셋증권 주식회사,하나증권주식회사",0,"7,500","112,500,000",면역항암제,"98,392,010"
프레스티지바이오로직스,334970,2021-03-11,신규상장,주권,의약품 제조업,대한민국,"미래에셋증권 주식회사,유안타증권(주)",500,"12,400","91,140,000",바이오시밀러 제조,"42,851,915"
싸이버원,356890,2021-03-11,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,키움증권(주),500,"9,500","12,929,500",보안관제 및 보안컨설팅 등,"4,640,830"
나노씨엠에스,247660,2021-03-09,신규상장,주권,전자부품 제조업,대한민국,키움증권(주),500,"20,000","16,000,000","근적외선 흡수/반사 안료, 자외선 유기형광 안료, 적외선 발광체","3,942,587"
하나머스트7호스팩,372290,2021-03-05,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","7,000,000",기업인수목적,"4,304,000"
뷰노,338220,2021-02-26,신규상장,주권,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",대한민국,"미래에셋증권 주식회사,삼성증권(주)",100,"21,000","37,800,000","뷰노메드 음성솔루션, 뷰노메드 영상솔루션, 기타 솔루션 등","10,825,069"
IBKS제15호스팩,373200,2021-02-26,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","6,400,000",기업 인수 합병,"3,520,000"
유일에너테크,340930,2021-02-25,신규상장,주권,특수 목적용 기계 제조업,대한민국,신영증권(주),500,"16,000","38,643,200",2차전지 제조장비,"10,590,044"
오로스테크놀로지,322310,2021-02-24,신규상장,주권,특수 목적용 기계 제조업,대한민국,키움증권(주),500,"21,000","39,900,000",반도체 Overlay 계측 장비,"9,309,542"
하나금융17호스팩,363260,2021-02-10,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","12,000,000",기업인수합병,"6,810,000"
아이퀘스트,262840,2021-02-05,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,미래에셋증권 주식회사,100,"11,000","22,000,000","패키지 ERP, 구축형 ERP 등","9,860,000"
신한제7호스팩,366330,2021-02-04,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"2,000","8,000,000",SPAC,"4,550,000"
레인보우로보틱스,277810,2021-02-03,신규상장,주권,특수 목적용 기계 제조업,대한민국,"대신증권(주),미래에셋증권 주식회사",500,"10,000","26,500,000","협동로봇, 천문마운트시스템, 이족보행로봇 등","15,584,500"
와이더플래닛,321820,2021-02-03,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"16,000","16,000,000",빅데이터/인공지능 마케팅플랫폼 및 데이터플랫폼,"6,763,282"
핑거,163730,2021-01-29,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,대신증권(주),500,"16,000","20,800,000","스마트 금융 플랫폼, 핀테크 금융 솔루션","8,839,014"
모비릭스,348030,2021-01-28,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),100,"14,000","25,200,000",모바일 게임 개발 및 퍼블리싱,"9,279,000"
씨앤투스성진,352700,2021-01-28,신규상장,주권,기타 섬유제품 제조업,대한민국,미래에셋증권 주식회사,500,"32,000","51,200,000","에어필터, 산업용 및 보건용 마스크","9,191,670"
선진뷰티사이언스,086710,2021-01-27,신규상장,주권,기타 화학제품 제조업,대한민국,"신한투자증권 주식회사,삼성증권(주)",500,"11,500","21,102,500",화장품 원료,"6,115,650"
엔비티,236810,2021-01-21,신규상장,주권,광고업,대한민국,미래에셋증권 주식회사,100,"19,000","15,808,000",모바일 포인트 광고 플랫폼,"8,314,948"
한국9호스팩,368770,2021-01-21,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),100,"2,000","8,000,000",기타 금융업,"4,810,000"
유안타제7호스팩,367460,2020-12-28,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),100,"2,000","8,700,000",금융지원 서비스,"5,500,000"
석경에이티,357550,2020-12-23,신규상장,주권,기초 화학물질 제조업,대한민국,한국투자증권(주),500,"10,000","10,000,000",바이오 및 전기전자 나노 소재,"5,455,000"
대신밸런스제9호스팩,369370,2020-12-23,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","7,000,000",기업 인수 및 합병,"4,210,000"
프리시젼바이오,335810,2020-12-22,신규상장,주권,의료용 기기 제조업,대한민국,한국투자증권(주),500,"12,500","18,750,000",체외진단 기기 및 시약,"11,243,846"
알체라,347860,2020-12-21,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,신영증권(주),500,"10,000","20,000,000","얼굴인식 AI, 이상상황 감지 AI 등","13,368,794"
엔에이치스팩18호,365590,2020-12-21,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","7,000,000",기타 금융지원(SPAC),"4,600,000"
에이치엠씨제5호스팩,353060,2020-12-16,신규상장,주권,금융 지원 서비스업,대한민국,현대차증권주식회사,100,"2,000","10,000,000",합병을 유일한 사업목적으로 함,"5,115,000"
티엘비,356860,2020-12-14,신규상장,주권,전자부품 제조업,대한민국,DB증권주식회사,500,"38,000","38,000,000",SSD Module / DRAM Module PCB,"4,916,315"
인바이오,352940,2020-12-11,신규상장,주권,"비료, 농약 및 살균, 살충제 제조업",대한민국,한국투자증권(주),500,"5,800","9,454,000","살균제, 살충제, 제초제 등","10,084,400"
엔젠바이오,354200,2020-12-10,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",대한민국,삼성증권(주),"1,000","14,000","34,216,000","유전체 분야 진단시약 제조 및 유전체 분야 소프트웨어 연구,개발,판매","12,215,562"
퀀타매트릭스,317690,2020-12-09,신규상장,주권,의료용 기기 제조업,대한민국,미래에셋증권 주식회사,500,"25,500","43,528,500",신속항균제검사 장비 및 키트,"14,589,324"
DB금융스팩8호,367340,2020-12-09,신규상장,주권,기타 금융업,대한민국,DB증권주식회사,100,"2,000","10,000,000",기업인수 및 합병,"6,050,000"
클리노믹스,352770,2020-12-04,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,대신증권(주),100,"13,900","27,415,290","Geno Series, CD-PRIME, Cancer Prime","13,205,141"
포인트모바일,318020,2020-12-03,신규상장,주권,컴퓨터 및 주변장치 제조업,대한민국,하나증권주식회사,100,"15,000","16,423,095",산업용 PDA,"6,165,000"
앱코,129890,2020-12-02,신규상장,주권,컴퓨터 및 주변장치 제조업,대한민국,미래에셋증권 주식회사,500,"24,300","60,920,100","게이밍기어, 뉴라이프가전 등","9,688,732"
엔에프씨,265740,2020-12-02,신규상장,주권,기타 화학제품 제조업,대한민국,삼성증권(주),100,"13,400","26,800,000",화장품 원료 제조 및 판매,"8,690,000"
제일전기공업,199820,2020-11-26,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,하나증권주식회사,500,"17,000","49,300,000","PCB Assay, 배선기구, 분전반 등","11,110,000"
하나기술,299030,2020-11-25,신규상장,주권,특수 목적용 기계 제조업,대한민국,하나증권주식회사,500,"35,000","28,000,000","이차전지 제조장비(조립공정장비 83.07%, PACK공정 장비 12.92% 등)","3,234,533"
티앤엘,340570,2020-11-20,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,한국투자증권(주),500,"36,000","28,800,000","창상치료재, 정형외과용 고정재","4,064,000"
고바이오랩,348150,2020-11-18,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,"대신증권(주),삼성증권(주)",500,"15,000","30,000,000",마이크로바이옴 치료제 및 건강기능식품,"15,415,766"
네패스아크,330860,2020-11-17,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",대한민국,미래에셋증권 주식회사,500,"26,500","62,020,600",반도체 테스트 서비스,"8,626,115"
소룩스,290690,2020-11-06,신규상장,주권,전구 및 조명장치 제조업,대한민국,미래에셋증권 주식회사,100,"10,000","19,736,700","실내등(형광등, LED등), 실외등, 특수등","8,158,160"
위드텍,348350,2020-10-30,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,하나증권주식회사,500,"25,000","26,500,000","AMCs 모니터링 시스템, 공정 프로세스 모니터링 시스템, TMS","5,091,800"
센코,347000,2020-10-29,신규상장,주권,전자부품 제조업,대한민국,한국투자증권(주),500,"13,000","20,956,000","가스센서 및 모듈, 휴대용 및 고정형 가스검지기, 악취 & 미세먼지 모니터링 시스템","7,770,644"
바이브컴퍼니,301300,2020-10-28,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"28,000","18,200,000","소셜 빅데이터 기반 인공지능 서비스 (소셜메트릭스), 문제 해결 솔루션 (AI Solver)","5,394,170"
피플바이오,304840,2020-10-19,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,키움증권(주),500,"20,000","10,000,000",올리고머화 베타-아밀로이드 검사제품(알츠하이머병 진단),"5,504,470"
넥스틴,348210,2020-10-08,신규상장,주권,특수 목적용 기계 제조업,대한민국,KB증권(주),500,"75,400","24,128,000",반도체 전공정용 패턴결함 검사장비(AEGIS 등),"3,134,160"
원방테크,053080,2020-09-24,신규상장,주권,일반 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"54,300","69,651,479",클린룸 설비,"4,294,143"
엔에이치스팩17호,359090,2020-09-23,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","12,000,000",금융 지원 서비스,"7,010,000"
박셀바이오,323990,2020-09-22,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,하나증권주식회사,500,"30,000","29,554,800","항암면역세포치료제(자연살해세포, 수지상세포, CAR-T 및 인터루킨 기반 항암제)","7,523,000"
비비씨,318410,2020-09-21,신규상장,주권,그외 기타 제품 제조업,대한민국,미래에셋증권 주식회사,500,"30,700","36,840,000",덴탈 케어용 소재(테이퍼모 등),"5,358,683"
핌스,347770,2020-09-18,신규상장,주권,전자부품 제조업,대한민국,DB증권주식회사,500,"19,000","38,000,000",OLED Metal Mask,"7,264,943"
교보10호기업인수목적,355150,2020-09-18,신규상장,주권,기타 금융업,대한민국,교보증권(주),100,"2,000","7,500,000",기업 인수 및 합병,"5,320,000"
압타머사이언스,291650,2020-09-16,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,키움증권(주),500,"25,000","32,500,000",압타머기반 신약개발 및 진단제품 개발,"8,466,126"
이오플로우,294090,2020-09-14,신규상장,주권,의료용 기기 제조업,대한민국,하나증권주식회사,100,"19,000","26,600,000",웨어러블 인슐린펌프,"10,906,640"
카카오게임즈,293490,2020-09-10,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,"한국투자증권(주),삼성증권(주)",100,"24,000","384,000,000","모바일, PC게임 퍼블리싱","73,204,731"
피엔케이,347740,2020-09-09,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",대한민국,미래에셋증권 주식회사,500,"18,300","40,863,900",피부인체적용시험,"7,502,644"
미래에셋대우스팩 5호,353490,2020-08-28,신규상장,주권,금융 지원 서비스업,대한민국,미래에셋증권 주식회사,100,"2,000","9,400,000",금융 지원 서비스업,"5,060,000"
아이디피,332370,2020-08-24,신규상장,주권,컴퓨터 및 주변장치 제조업,대한민국,키움증권(주),500,"9,800","15,680,000","카드인쇄용 프린터, 카드인쇄용 리본","6,636,863"
셀레믹스,331920,2020-08-21,신규상장,주권,기초 의약물질 제조업,대한민국,대신증권(주),500,"20,000","26,400,000",타겟캡처키트,"7,804,083"
미투젠,950190,2020-08-18,신규상장,주식예탁증권,소프트웨어 개발 및 공급업,홍콩,미래에셋증권 주식회사,무액면,"27,000","86,378,400","캐주얼게임, 소셜카지노게임","12,889,592"
브랜드엑스코퍼레이션,337930,2020-08-13,신규상장,주권,기타 정보 서비스업,대한민국,"대신증권(주),삼성증권(주)",500,"13,000","49,363,717","애슬레저의류, 생활/청결 용품","19,062,968"
영림원소프트랩,060850,2020-08-12,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,미래에셋증권 주식회사,500,"11,500","19,550,000","ERP Package, 유지 관리 등","8,131,000"
한국파마,032300,2020-08-10,신규상장,주권,의약품 제조업,대한민국,미래에셋증권 주식회사,500,"9,000","29,187,000","완제의약품(정신신경계, 소화기계, 순환기계, 항생항균, 기타)","10,906,701"
이루다,164060,2020-08-06,신규상장,주권,의료용 기기 제조업,대한민국,미래에셋증권 주식회사,500,"9,000","13,500,000",레이저 및 고주파 의료기기,"7,065,000"
와이팜,332570,2020-07-31,신규상장,주권,전자부품 제조업,대한민국,엔에이치투자증권주식회사,500,"11,000","81,710,992",전력증폭기 모듈(PAM),"37,141,356"
엠투아이,347890,2020-07-29,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,미래에셋증권 주식회사,100,"15,600","52,026,000","스마트HMI, 스마트SCADA, 스마트팩토리솔루션","8,399,102"
에이치엠씨제4호스팩,353070,2020-07-29,신규상장,주권,금융 지원 서비스업,대한민국,현대차증권주식회사,100,"2,000","8,000,000",기업인수합병,"4,310,000"
더네이쳐홀딩스,298540,2020-07-27,신규상장,주권,"섬유, 의복, 신발 및 가죽제품 소매업",대한민국,한국투자증권(주),500,"46,000","55,200,000","의류, 여행용 가방 및 잡화류","7,182,381"
솔트룩스,304100,2020-07-23,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"25,000","18,750,000",인공지능 및 빅데이터 소프트웨어,"5,031,515"
하나금융16호스팩,343510,2020-07-23,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","7,000,000",기업인수합병,"4,010,000"
에이프로,262260,2020-07-16,신규상장,주권,기타 전기장비 제조업,대한민국,엔에이치투자증권주식회사,500,"21,600","29,547,007","2차전지 장비 등(일반충방전기, 고온가압 충방전기 등)","6,345,954"
IBKS제13호스팩,351340,2020-07-15,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","9,500,000",기업인수 및 합병,"5,170,000"
소마젠,950200,2020-07-13,신규상장,주식예탁증권,"그외 기타 전문, 과학 및 기술 서비스업",미국,신한투자증권 주식회사,0.1,"11,000","46,200,000","유전체 분석 서비스 (NGS, CES 등)","16,861,261"
신도기연,290520,2020-07-06,신규상장,주권,특수 목적용 기계 제조업,대한민국,한국투자증권(주),500,"16,000","20,800,000","OLED용 후공정장비(라미네이터, 오토클레이브 등)","8,061,280"
위더스제약,330350,2020-07-03,신규상장,주권,의약품 제조업,대한민국,"엔에이치투자증권주식회사,삼성증권(주)",200,"15,900","25,440,000",의약품 제조 및 도소매(순환기용제 등),"8,792,415"
마크로밀엠브레인,169330,2020-07-01,신규상장,주권,시장조사 및 여론조사업,대한민국,엔에이치투자증권주식회사,500,"6,800","9,520,000",온라인 및 오프라인 리서치,"8,968,459"
엘이티,297890,2020-06-22,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"7,800","17,136,600","디스플레이 제조용 장비(도포기, 조립기, 검사기)","7,109,450"
IBKS제14호스팩,351320,2020-06-22,신규상장,주권,기타 금융업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",기업인수목적회사,"4,330,000"
에스씨엠생명과학,298060,2020-06-17,신규상장,주권,의약품 제조업,대한민국,한국투자증권(주),500,"17,000","30,600,000",세포치료제,"11,026,646"
엔에이치스팩16호,353190,2020-06-17,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","7,500,000",금융지원 서비스,"4,310,000"
드림씨아이에스,223250,2020-05-22,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,엔에이치투자증권주식회사,500,"14,900","20,186,311",시판후조사대행(rPMS),"5,419,150"
이베스트스팩5호,349720,2020-05-20,신규상장,주권,금융 지원 서비스업,대한민국,엘에스증권 주식회사,100,"2,000","7,000,000",해당없음,"3,620,000"
케이프이에스제4호,347140,2020-03-24,신규상장,주권,기타 금융업,대한민국,케이프투자증권주식회사,100,"2,000","5,000,000",기타금융지원서비스업,"3,009,000"
엔피디,198080,2020-03-16,신규상장,주권,전자부품 제조업,대한민국,유안타증권(주),500,"5,400","40,770,000",스마트폰 OLED용 FPCA,"21,535,185"
플레이디,237820,2020-03-12,신규상장,주권,광고업,대한민국,KB증권(주),500,"8,500","31,359,220",온라인 광고 대행,"12,827,140"
SK6호스팩,340350,2020-03-11,신규상장,주권,금융 지원 서비스업,대한민국,SK증권(주),100,"2,000","11,000,000",,"5,710,000"
서울바이오시스,092190,2020-03-06,신규상장,주권,반도체 제조업,대한민국,KB증권(주),500,"7,500","15,000,000","Visible LED, UV LED","38,223,653"
제이앤티씨,204270,2020-03-04,신규상장,주권,전자부품 제조업,대한민국,"신한투자증권 주식회사,유진투자증권(주)",500,"11,000","121,000,000","강화유리, 커넥터","57,848,466"
켄코아에어로스페이스,274090,2020-03-03,신규상장,주권,"항공기,우주선 및 부품 제조업",대한민국,엔에이치투자증권주식회사,500,"10,000","13,140,000",항공가공품 및 조립품,"8,995,904"
레몬,294140,2020-02-28,신규상장,주권,화학섬유 제조업,대한민국,미래에셋증권 주식회사,500,"7,200","29,520,000","EMI Shield Can, 나노멤브레인 등","34,500,000"
서남,294630,2020-02-20,신규상장,주권,기타 전기장비 제조업,대한민국,한국투자증권(주),500,"3,100","10,850,000",고온초전도선재,"20,365,160"
신영스팩6호,344050,2020-02-12,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),100,-,"8,400,000",기업인수,"4,305,000"
하나금융15호스팩,341160,2020-01-30,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","9,000,000",기업인수합병,"4,710,000"
케이비제20호스팩,342550,2020-01-30,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","12,000,000",금융지원서비스,"6,501,000"
한화플러스제1호스팩,340440,2019-12-27,신규상장,주권,금융 지원 서비스업,대한민국,한화투자증권(주),100,"2,000","8,000,000",기업인수,"4,710,000"
피피아이,062970,2019-12-26,신규상장,주권,통신 및 방송 장비 제조업,대한민국,미래에셋증권 주식회사,500,"7,000","7,000,000","데이터센터용 AWG, 통신용 AWG, 스플리터, 계측기 등","9,308,185"
천랩,311690,2019-12-26,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,한국투자증권(주),500,"40,000","17,200,000","생명정보 플랫폼, 마이크로바이옴 분석 서비스","3,808,948"
메탈라이프,327260,2019-12-24,신규상장,주권,전자부품 제조업,대한민국,한국투자증권(주),500,"13,000","9,100,000","광통신, RF통신용 패키지","3,465,288"
엔에이치스팩15,339950,2019-12-24,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","12,000,000",기타 금융지원(SPAC),"6,540,000"
하이제5호스팩,340120,2019-12-23,신규상장,주권,금융 지원 서비스업,대한민국,iM증권,100,"2,000","8,500,000",기업인수합병,"5,020,000"
브릿지바이오,288330,2019-12-20,신규상장,주권,기초 의약물질 제조업,대한민국,"대신증권(주),KB증권(주)",500,"60,000","42,000,000","펠리노-1 단백질 저해제, 오토택신 저해제","5,527,562"
메드팩토,235980,2019-12-19,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,삼성증권(주),500,"40,000","60,440,000",항암제 신약개발,"10,097,421"
대신밸런스제8호스팩,336570,2019-12-19,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","10,000,000",기업 인수 및 합병,"5,610,000"
유안타제6호스팩,340360,2019-12-19,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),100,"2,000","13,000,000",금융 지원 서비스업,"6,845,000"
신테카바이오,226330,2019-12-17,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,KB증권(주),500,"12,000","19,200,000",유전체 빅데이터 기반의 AI신약개발 및 정밀의료서비스,"13,154,876"
제이엘케이인스펙션,322510,2019-12-11,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",대한민국,한국투자증권(주),100,"9,000","18,000,000","인공지능 기반 의료영상 진단 플랫폼, 인공지능 기반 산업용 X-ray 판독시스템","14,894,862"
태웅로직스,124560,2019-12-10,신규상장,주권,기타 운송관련 서비스업,대한민국,"IBK투자증권(주),(주)비엔케이투자증권",100,"4,500","22,500,000","3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)","17,650,000"
IBKS제12호스팩,335870,2019-12-09,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","5,800,000",기타 금융업,"3,120,000"
SK5호스팩,337450,2019-12-04,신규상장,주권,금융 지원 서비스업,대한민국,SK증권(주),100,"2,000","8,000,000",기업인수합병,"4,310,000"
IBKS제11호스팩,335890,2019-12-03,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","9,000,000",기타 금융업,"4,790,000"
코리아센터,290510,2019-11-29,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,엔에이치투자증권주식회사,100,"18,000","45,818,820",이커머스토탈솔루션,"24,031,048"
유안타제5호스팩,336060,2019-11-28,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),100,"2,000","11,200,000",금융 지원 서비스,"5,930,000"
노터스,278650,2019-11-27,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,대신증권(주),100,"20,000","10,000,000",비임상실험 유효성(약리)평가,"6,971,092"
티움바이오,321550,2019-11-22,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,키움증권(주),500,"12,000","30,000,000","특발성폐섬유증 치료제, 면역항암제, 자궁내막증치료제, 혈우병치료제","23,189,926"
씨에스베어링,297090,2019-11-21,신규상장,주권,일반 목적용 기계 제조업,대한민국,한국투자증권(주),500,"8,400","19,992,000","풍력용 선회베어링, 산업용 선회베어링","9,461,400"
우양,103840,2019-11-20,신규상장,주권,"과실, 채소 가공 및 저장 처리업",대한민국,미래에셋증권 주식회사,100,"4,200","15,120,000","HMR, 음료 베이스, 퓨레 등","12,858,000"
코리아에셋투자증권,190650,2019-11-20,신규상장,주권,기타 금융업,대한민국,신영증권(주),"5,000","10,000","16,000,000","IB금융자문, 채권인수 및 매매, 투자중개, 펀드운용 등","6,388,000"
에스제이그룹,306040,2019-11-18,신규상장,주권,"가죽, 가방 및 유사제품 제조업",대한민국,"엔에이치투자증권주식회사,IBK투자증권(주)",500,"38,600","31,652,000","캉골 가방/모자, 헬렌카민스키 모자","3,294,600"
제테마,216080,2019-11-14,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,한국투자증권(주),500,"21,000","20,160,000","히알루론산 필러(조직수복용생체재료), 피부과용 레이저 의료기기, 리프팅실 등","7,462,879"
라파스,214260,2019-11-11,신규상장,주권,기타 화학제품 제조업,대한민국,DB증권주식회사,500,"20,000","25,600,000","마이크로니들 패치 제품(의약품패치, 의료기기패치, 미용패치 등)","8,191,416"
아이티엠반도체,084850,2019-11-07,신규상장,주권,전자부품 제조업,대한민국,KB증권(주),500,"26,000","131,300,000",배터리 보호회로,"22,823,026"
미래에셋대우스팩4호,333430,2019-11-06,신규상장,주권,금융 지원 서비스업,대한민국,미래에셋증권 주식회사,100,"2,000","8,150,000",기업인수합병,"4,390,000"
하나금융14호스팩,332710,2019-11-01,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","8,000,000",기업인수합병,"4,410,000"
티라유텍,322180,2019-10-31,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,미래에셋증권 주식회사,100,"12,050","13,556,250",스마트팩토리 솔루션,"5,433,750"
